Latitude,Longitude,BranchName,LogoUrl,BranchId,ManagerName,Phone,Hours/0/Day,Hours/0/Open,Hours/0/Close,Hours/1/Day,Hours/1/Open,Hours/1/Close,Hours/2/Day,Hours/2/Open,Hours/2/Close,Hours/3/Day,Hours/3/Open,Hours/3/Close,Hours/4/Day,Hours/4/Open,Hours/4/Close,Hours/5/Day,Hours/5/Open,Hours/5/Close,Hours/6/Day,Hours/6/Open,Hours/6/Close,City,NetworkId,NetworkName,Address,Logos/0,Departments/4,Logos/1,Departments/1,Departments/9,Logos/2,Logos/3,Departments/7,Logos/4,Logos/5,Logos/6,Logos/7,Logos/8,Departments/8,Departments/10,Departments/12,Departments/13,Departments/14,Departments/15,Departments/17,Departments/19
31.804702,35.155357,שלי מבשרת ציון,/umbracoContent/Images/Branches/NetworkLogos/1.png,50,איאד רשק,02-5341231,א,7:00,20:00,ב,7:00,20:00,ג,7:00,20:00,ד,7:00,21:00,ה,7:00,22:00,ו,7:00,14:30,,,,מבשרת ציון,1,שופרסל שלי,75 השלום,,,,,,,,,,,,,,,,,,,,,
32.4547996,35.0426615,אקספרס חריש הרימון,/umbracoContent/Images/Branches/NetworkLogos/7.png,56,אלדד קילברט,04-8876167,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:30,,,,חריש,7,שופרסל אקספרס,47 אורן,,,,,,,,,,,,,,,,,,,,,
32.138053,34.840726,שלי רמת השרון- אוסישקין,/umbracoContent/Images/Branches/NetworkLogos/1.png,57,מנשה יצחק,03-5402424,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,22:30,ו,7:00,14:30,,,,רמת השרון,1,שופרסל שלי,5 אוסישקין,,,,,,,,,,,,,,,,,,,,,
32.3000905,34.9112341,אקספרס צור משה,/umbracoContent/Images/Branches/NetworkLogos/7.png,61,קובי מור,099784676,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:30,15:30,,,,צור משה,7,שופרסל אקספרס,17 הערבה,,,,,,,,,,,,,,,,,,,,,
31.2540557,34.8149347,"דיל ב""ש- צ'ורלי",/umbracoContent/Images/Branches/NetworkLogos/2.png,65,גורגט בן זקן,08-6280531,א,7:30,22:00,ב,7:30,22:00,ג,7:30,22:00,ד,7:30,22:00,ה,7:30,23:00,ו,7:30,14:30,ש,18:45,22:00,באר שבע,2,שופרסל דיל,1 רח' האורגים,,,,,,,,,,,,,,,,,,,,,
32.077652,34.8444174,שלי גבעת שמואל-בן גוריון,/umbracoContent/Images/Branches/NetworkLogos/1.png,67,יוסף בכר,03-5323093,א,7:00,20:00,ב,7:00,20:00,ג,7:00,20:00,ד,7:00,20:30,ה,7:00,21:00,ו,7:00,14:30,,,,גבעת שמואל,1,שופרסל שלי,18 בן-גוריון,,,,,,,,,,,,,,,,,,,,,
32.858799,35.092843,דיל כורדני,/umbracoContent/Images/Branches/NetworkLogos/2.png,68,מיכה שמלאשוילי,04-6606673,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,22:00,ה,8:00,23:00,ו,7:30,14:30,,,,קרית מוצקין,2,שופרסל דיל,1 שד' ירושלים,/umbracoContent/Images/Branches/DepartmentsLogos/1.png,,/umbracoContent/Images/Branches/DepartmentsLogos/logos_default.png,מכבדים תווי קניה,גישה נגישה,,,,,,,,,,,,,,,,
32.117274,34.796662,"שלי ת""א- רמת אביב ב",/umbracoContent/Images/Branches/NetworkLogos/1.png,69,גילה ריזייב,03-6426007,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,23:00,ו,7:00,14:30,,,,תל אביב,1,שופרסל שלי,38 טאגור,,,,,,,,,,,,,,,,,,,,,
32.0725979,34.8308723,שלי רמת גן- מרום נווה,/umbracoContent/Images/Branches/NetworkLogos/1.png,70,מנשה ונגר,03-6779210,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,24:00,ו,6:00,14:30,ש,18:45,23:00,רמת גן,1,שופרסל שלי,"תרצה 19 ר""ג",,,,,,,,,,,,,,,,,,,,,
32.7780814,35.0410251,דיל אקסטרה תל חנן  נשר,/umbracoContent/Images/Branches/NetworkLogos/4.gif,71,אליהו קבסה,04-8209400,א,9:00,22:00,ב,9:00,22:00,ג,9:00,22:00,ד,9:00,23:00,ה,9:00,24:00,ו,8:00,14:30,ש,18:45,22:30,נשר,4,שופרסל דיל אקסטרה,147 ר יהודה.,,,,,,,,,,,,,,,,,,,,,
31.886592,35.01739,שלי מודיעין רעות,/umbracoContent/Images/Branches/NetworkLogos/1.png,72,חגי רון,08-9263867,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,22:00,ו,7:00,14:30,,,,מודיעין,1,שופרסל שלי,שד' עומרים מ.מסח,,,,,,,,,,,,,,,,,,,,,
32.322861,34.870534,דיל נתניה- הדרים,/umbracoContent/Images/Branches/NetworkLogos/2.png,74,חנניה יוחנן,09-8628464,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,23:00,ה,7:00,23:00,ו,6:30,14:30,ש,18:45,22:00,נתניה,2,שופרסל דיל,2 הקדר,,,,,,,,,,,,,,,,,,,,,
32.1023336,35.2086928,דיל אריאל,/umbracoContent/Images/Branches/NetworkLogos/2.png,76,פרנק בן סיניור,03-7566458,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,22:00,ה,8:00,22:00,ו,7:00,14:30,ש,18:45,22:00,אריאל,2,שופרסל דיל,2 רח מוריה,,,,,,,,,,,,,,,,,,,,,
32.470801,35.03907,דיל חריש,/umbracoContent/Images/Branches/NetworkLogos/2.png,77,שלומי גואז,04-8579330,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,22:00,ה,8:00,22:00,ו,7:00,14:30,ש,18:45,22:00,חריש,2,שופרסל דיל,2 רח' דרך ארץ,,,,,,,,,,,,,,,,,,,,,
31.785401,35.173289,יש הר נוף ירושלים-שאולזו,/umbracoContent/Images/Branches/NetworkLogos/6.png,78,ישראל רייס,02-6524536,א,7:30,22:00,ב,7:30,22:00,ג,7:30,22:00,ד,7:30,23:00,ה,7:30,23:00,ו,7:30,15:00,,,,ירושלים,6,יש,56 שאולזון,,,,,,,,,,,,,,,,,,,,,
32.4624477,35.0492064,אקספרס חריש,/umbracoContent/Images/Branches/NetworkLogos/7.png,79,חאוזי מרון,04-9033604,א,6:30,21:00,ב,6:30,21:00,ג,6:30,21:00,ד,6:30,21:00,ה,6:30,21:00,ו,6:00,15:30,,,,חריש,7,שופרסל אקספרס,3 טורקיז,,,,,,,,,,,,,,,,,,,,,
31.961626,34.817311,"שלי ראשל""צ- נווה הדרים",/umbracoContent/Images/Branches/NetworkLogos/1.png,80,מרדכי מור סנדרס,03-9671580,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,21:30,ו,6:30,14:30,,,,ראשון לציון,1,שופרסל שלי,2 ברנשטיין,,,,,,,,,,,,,,,,,,,,,
32.0114571,34.7880585,אקספרס חולון,/umbracoContent/Images/Branches/NetworkLogos/7.png,82,משה דוידוב,037754292,א,6:30,20:30,ב,6:30,20:30,ג,6:30,20:30,ד,6:30,20:30,ה,6:30,20:30,ו,6:30,15:30,,,,חולון,7,שופרסל אקספרס,2 שמריהו לוין,,,,,,,,,,,,,,,,,,,,,
31.257398,34.76719,"דיל ב""ש- שאול המלך",/umbracoContent/Images/Branches/NetworkLogos/2.png,83,בת שבע אוחיון,086437108/87,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,21:00,ו,7:00,14:30,,,,באר שבע,2,שופרסל דיל,קניון שאול המלך,,,,,,,,,,,,,,,,,,,,,
31.8897867,34.9192773,אקספרס בית חשמונאי,/umbracoContent/Images/Branches/NetworkLogos/7.png,84,דודי אוחיון,089323151,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,21:00,ו,6:30,15:30,,,,בית חשמונאי,7,שופרסל אקספרס,1 דרך יונתן,,,,,,,,,,,,,,,,,,,,,
32.193247,34.880094,דיל רעננה- החרושת,/umbracoContent/Images/Branches/NetworkLogos/2.png,87,מיכאל מורדכוביץ,09-7434774,א,8:00,22:00,ב,8:00,22:00,ג,8:00,23:00,ד,8:00,23:00,ה,8:00,24:00,ו,7:00,14:30,ש,18:45,22:30,רעננה,2,שופרסל דיל,8 החרושת,,,,,,,,,,,,,,,,,,,,,
31.925905,34.864447,דיל עזריאלי - רמלה,/umbracoContent/Images/Branches/NetworkLogos/2.png,89, ,08-8560598,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,22:00,ה,8:00,22:00,ו,7:00,14:30,ש,18:45,22:00,רמלה,2,שופרסל דיל,23 שמשון הגיבור,,,,,,,,,,,,,,,,,,,,,
31.2631745,34.8131896,אקספרס גב ים באר שבע,/umbracoContent/Images/Branches/NetworkLogos/7.png,90,תומר מגדינו,08 6154334,א,7:00,20:30,ב,7:00,20:30,ג,7:00,20:30,ד,7:00,20:30,ה,7:00,20:30,ו,6:30,15:30,,,,באר שבע,7,שופרסל אקספרס,77 אנרגיה,,,,,,,,,,,,,,,,,,,,,
32.030027,34.877792,שלי יהוד- סביונים,/umbracoContent/Images/Branches/NetworkLogos/1.png,93,יוליה ירמולוביץ,03-5367898/91,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,22:00,ה,8:00,22:00,ו,6:30,14:30,ש,18:45,22:00,יהוד,1,שופרסל שלי,7 דרך משה דיין,/umbracoContent/Images/Branches/DepartmentsLogos/4.png,גרין,,,,,,,,,,,,,,,,,,,
32.502043,34.927962,דיל אור עקיבא קניון אורו,/umbracoContent/Images/Branches/NetworkLogos/2.png,95,עאוני כתורה,04-6261980,א,7:00,21:00,ב,7:00,21:30,ג,7:00,21:30,ד,7:00,22:00,ה,7:00,23:00,ו,7:00,14:30,ש,18:45,22:00,אור עקיבא,2,שופרסל דיל,קניון אורות,,,,,,,,,,,,,,,,,,,,,
32.415318,34.9519259,דיל חדרה- הפרדס,/umbracoContent/Images/Branches/NetworkLogos/2.png,96,מוהנד וותד,04-6207306/7,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,22:00,ו,7:00,14:30,,,,חדרה,2,שופרסל דיל,7 יקותיאל אדם,,,,,,,,,,,,,,,,,,,,,
33.1925231,35.571111,דיל קרית שמונה- מתחם ביג,/umbracoContent/Images/Branches/NetworkLogos/2.png,97,רוית כהן,04-8710646,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,22:00,ה,8:00,22:00,ו,7:00,14:30,ש,18:45,22:00,קרית שמונה,2,שופרסל דיל,מתחם ביג,,,,,,,,,,,,,,,,,,,,,
32.710119,35.143138,דיל - אלונים,/umbracoContent/Images/Branches/NetworkLogos/2.png,98,דיקלה קובי ישראל,04-9530022,א,7:00,22:00,ב,7:00,22:00,ג,7:00,22:00,ד,7:00,22:00,ה,7:00,22:00,ו,7:00,14:30,,,,טבעון,2,שופרסל דיל,חוצות אלונים,/umbracoContent/Images/Branches/DepartmentsLogos/4.png,גרין,,,,,,,,,,,,,,,,,,,
32.304314,34.902149,שלי פרדסיה- הנשיא,/umbracoContent/Images/Branches/NetworkLogos/1.png,102,בדראן קבהא,09-8946751,א,8:00,21:00,ב,8:00,21:00,ג,8:00,21:00,ד,8:00,21:00,ה,8:00,22:00,ו,7:00,14:30,,,,פרדסיה,1,שופרסל שלי,הנשיא 1 צ.פרדסיה,,,,,,,,,,,,,,,,,,,,,
31.9985116,34.9466926,שלי שוהם- מרכז מסחרי,/umbracoContent/Images/Branches/NetworkLogos/1.png,103,אברהם עדן,03-9793158,א,7:00,21:00,ב,7:00,21:00,ג,7:00,21:00,ד,7:00,21:00,ה,7:00,22:00,ו,7:00,14:30,ש,18:45,22:00,שוהם,1,שופרסל שלי,30 עמק אילון,,,,,,,,,,,,,,,,,,,,,
32.080949,34.901436,"דיל פ""ת- אליעזר פרדימן",/umbracoContent/Images/Branches/NetworkLogos/2.png,105,איהב קעדאן,03-9086005,א,7:45,22:00,ב,7:45,22:00,ג,7:45,22:00,ד,7:45,22:00,ה,7:45,22:00,ו,7:00,14:30,ש,18:45,22:00,פתח תקווה,2,שופרסל דיל,9 אליעזר פרידמן,,,,,,,,,,,,,,,,,,,,,
31.921289,34.791161,דיל אקסטרה נס ציונה הפטי,/umbracoContent/Images/Branches/NetworkLogos/4.gif,106,יגאל אלקיים,08-9384742,א,9:00,22:00,ב,9:00,22:00,ג,9:00,22:00,ד,9:00,23:00,ה,9:00,24:00,ו,8:00,14:30,ש,18:45,22:00,נס ציונה,4,שופרסל דיל אקסטרה,".הפטיש 8,א.ת",,,,,,,,,,,,,,,,,,,,,
31.893301,34.806883,דיל רחובות- קניון,/umbracoContent/Images/Branches/NetworkLogos/2.png,107,אורן לוי,08-9493940,א,8:00,22:00,ב,8:00,22:00,ג,8:00,22:00,ד,8:00,22:00,ה,8:00,22:00,ו,8:00,14:30,ש,18:45,22:00,רחובות,2,שופרסל דיל,2 רח' בילו,,,,,,,,,,,,,,,,,,,,,
